estimate,CI_left,CI_right,misp,estimator,lrnr,pos_const,n,ATE,iter
0.214997372604777,0.188255215812309,0.245659975378984,1,auDRI,earth,2,5000,0.246780037490968,1
0.221078543782803,0.189997048905218,0.252160038660388,1,AIPW,earth,2,5000,0.246780037490968,1
0.219723614441215,0.185056854342506,0.257691389205533,2,auDRI,earth,2,5000,0.246780037490968,1
0.235584143930062,0.194999487908238,0.276168799951886,2,AIPW,earth,2,5000,0.246780037490968,1
0.23027150083983,0.207002375203539,0.254534690636441,3,auDRI,earth,2,5000,0.246780037490968,1
0.227937735498934,0.204650840332625,0.251224630665242,3,AIPW,earth,2,5000,0.246780037490968,1
0.215932421003168,0.186713296937227,0.24673715569013,1,auDRI,gam_1,2,5000,0.246780037490968,1
0.223247015450168,0.19299428405289,0.253499746847447,1,AIPW,gam_1,2,5000,0.246780037490968,1
0.219844643705743,0.188753070982455,0.255568762008733,2,auDRI,gam_1,2,5000,0.246780037490968,1
0.242500550662228,0.203710391349358,0.281290709975099,2,AIPW,gam_1,2,5000,0.246780037490968,1
0.228427605402445,0.202301459966897,0.254662268520413,3,auDRI,gam_1,2,5000,0.246780037490968,1
0.233386361009577,0.210159629177121,0.256613092842032,3,AIPW,gam_1,2,5000,0.246780037490968,1
0.223514746966087,0.193101448729852,0.253273941621556,1,auDRI,xgboost,2,5000,0.246780037490968,1
0.23197803901071,0.202788535254407,0.261167542767013,1,AIPW,xgboost,2,5000,0.246780037490968,1
0.231027763065483,0.19865069977897,0.264945419094339,2,auDRI,xgboost,2,5000,0.246780037490968,1
0.248496698543445,0.211544704807671,0.285448692279219,2,AIPW,xgboost,2,5000,0.246780037490968,1
0.241979194673133,0.217752159029363,0.268250116110563,3,auDRI,xgboost,2,5000,0.246780037490968,1
0.250703746754161,0.22745222960564,0.273955263902683,3,AIPW,xgboost,2,5000,0.246780037490968,1
0.22607413382753,0.196192221130147,0.256403907764084,1,auDRI,rf,2,5000,0.246780037490968,1
0.229264482580261,0.199618633706514,0.258910331454008,1,AIPW,rf,2,5000,0.246780037490968,1
0.235799272572683,0.198919001001231,0.271506822339098,2,auDRI,rf,2,5000,0.246780037490968,1
0.245632598473074,0.206699519388874,0.284565677557274,2,AIPW,rf,2,5000,0.246780037490968,1
0.236934719929507,0.210917193912195,0.259545456623302,3,auDRI,rf,2,5000,0.246780037490968,1
0.243663561717015,0.220417228730638,0.266909894703392,3,AIPW,rf,2,5000,0.246780037490968,1
0.213546264251273,0.182566317352938,0.241203210746587,1,auDRI,all,2,5000,0.246780037490968,1
0.220707528781884,0.190385415588673,0.251029641975095,1,AIPW,all,2,5000,0.246780037490968,1
0.218151112192976,0.183789059312491,0.251793874231242,2,auDRI,all,2,5000,0.246780037490968,1
0.236157489998696,0.196394852048231,0.27592012794916,2,AIPW,all,2,5000,0.246780037490968,1
0.22702121923148,0.20010369805005,0.254118697637541,3,auDRI,all,2,5000,0.246780037490968,1
0.229424561323295,0.206198009104172,0.252651113542419,3,AIPW,all,2,5000,0.246780037490968,1
0.243671099002802,0.212640019475918,0.274392734319158,1,auDRI,earth,2,5000,0.24584676642478,2
0.242450360162824,0.209585310925873,0.275315409399774,1,AIPW,earth,2,5000,0.24584676642478,2
0.252117266150645,0.217828332680398,0.288863798334558,2,auDRI,earth,2,5000,0.24584676642478,2
